403010800,102000007,870250100,001402009,205106408,900507200,004071085,300000704,007020601
003010906,000309274,700006053,635000040,000000000,020000539,380100005,564902000,901050300
001207000,007800516,069040000,010000002,004000900,900000040,000050790,473008100,000702600
126004509,030080007,007200043,060010400,200000008,004020010,810002700,500060020,602700851
060002004,003009000,009080203,040250300,005000800,006041020,702090100,000800400,900700050
070500400,024000095,508270100,000003009,001759800,900400000,009087504,730000980,006005010
007420090,320006008,608050400,000000156,040602080,786000000,001060209,800900061,060071800
300459060,405000300,070030050,000524090,002903600,090761000,030040010,001000706,040615002
002003700,030000450,070050002,000605013,300010006,650702000,200090060,014000080,003500100
090608400,000000005,008230000,020010300,150000096,003080010,000079500,400000000,005301060
065290001,010506000,004030000,009320600,326000854,007048900,000060400,000709020,600053190
096002008,200100007,078009100,080207610,000806000,029405080,004600870,700003004,800700390
051480000,000900800,000061045,080000007,106040903,300000060,470130000,005006000,000074510
000825010,000090570,009070200,004000105,015000690,708000400,007080300,041060000,060751000
600082704,000500000,307109250,000201548,015000960,468907000,072405603,000008000,806720005
025000609,000060000,060070010,007805030,310000085,050302900,030080050,000020000,906000720
003009706,000126309,000000010,700000153,002000400,941000007,020000000,309452000,805600900
070040006,020608070,000000104,792400005,000000000,500006427,805000000,030905040,400010050
001708009,340009058,700000020,900036080,400000006,060970003,030000007,570800092,600407800
900160047,000020508,007800000,450000070,008050900,020000054,000006700,305040000,890072003
560207004,020380506,008000002,906072400,002546700,007930605,200000300,605028040,800603057
600073004,003458000,790000000,400007000,050030090,000500003,000000052,000281900,900340006
620000403,304009000,500000106,000146008,450020069,700953000,103000002,000800907,809000031
080900027,000000090,307810040,000100080,820000035,060003000,050068403,030000000,670004050
570100360,103050009,008300100,000540006,005080900,400021000,006005200,200060407,084002051
500010409,000049670,000000200,827005000,040000090,000100782,009000000,053870000,608050004
000007002,050200300,200050090,865002400,103000507,004500263,010040006,008003040,600900000
005100006,030000259,009502010,008000301,060050040,304000600,080904100,612000070,900001500
000080075,060000090,709400030,806320000,000508000,000019308,050001609,020000040,930060000
000000900,005002078,600500041,300290810,100000009,059014003,530007002,740100500,002000000
407000000,500040090,060005004,640002080,300090005,090600071,700400050,050020006,000000103
514080200,060100009,800402500,000054710,000000000,085710000,008307006,300006070,006040392
000004000,030280500,987300002,019040020,300060009,060030170,800003241,001078030,000400000
000004810,000006390,007310005,090000603,500000004,704000050,300028400,041900000,072500000
046080000,050000006,000300020,704906003,310000067,600703802,030005000,400000070,000030290
010000040,234000060,000049107,508600003,040030090,300001406,801520000,050000831,070000050
300000000,100370400,098205006,007000063,400526007,580000200,600107380,001068005,000000001
020700000,000604089,087350124,000400001,006000400,900001000,834065210,260803000,000002030
009000005,040035080,508406100,310009000,054000310,000800052,005901804,090380070,700000200
002086109,341520000,000070203,100007000,080000060,000800002,609030000,000092536,503610700
006205090,000400570,000080006,027040009,030000080,900010730,100070000,054001000,080603900
480000900,000400070,609000100,060140005,000906000,900082010,008000604,040007000,002000089
070500400,100000080,500304017,060080020,205000806,090020030,410809002,020000008,007002090
000200000,002070500,970005020,001302000,820000063,000907200,030400081,006020900,000003000
937080020,010370060,000014090,002003000,350708012,000900300,040850000,020097030,080030245
