008500009,030000008,000012306,090008000,106090704,000700010,301480000,500000030,800007400
040500020,006009000,309070004,820100000,600000007,000004013,400050702,000200600,060003040
021300064,300000008,009000310,910704000,000805000,000609031,034000100,100000007,580001640
280050000,000001000,561900302,135000070,400000009,090000853,706002538,000100000,000030026
002000470,000004002,800070060,091050030,008406900,060080240,010030004,500900000,084000600
020007904,046000000,700050100,050801007,000574000,800602010,001020008,000000750,504700030
100004000,006250700,580700000,002005004,001090600,900400200,000006073,008073400,000900001
046002008,003000000,790060010,000504006,057906180,400108000,080050023,000000800,900600540
074900601,000006709,000000324,500003800,030000090,008500002,917000000,402700000,803001970
070200083,240078000,009006000,050060000,402000805,000020030,000600500,000380094,820005060
100040070,306080100,070001004,008005000,420000053,000400600,200900080,005010407,010070006
940023000,000000006,008109030,106000080,050090060,080000705,030208100,700000000,000970042
503000700,706800000,090057000,020503800,005000400,007201030,000170060,000004507,004000203
000000040,137000069,490700005,001603250,000050000,056402900,500009078,360000491,070000000
900800507,000006080,070050010,800005700,010902060,006700002,030090040,050300000,709001003
000009480,070085001,008000250,020003000,130000046,000400070,086000100,300750020,052800000
000000000,020398000,500214830,206009307,700403008,908600205,092187003,000942080,000000000
190500000,204308007,070400050,800720300,002000600,009053002,020005030,300207406,000004021
067052000,000040000,050007008,602004080,090000070,070100306,900400060,000060000,000230190
206098007,070000010,040500800,500007208,000000000,607200003,002005080,010000060,900720104
000060000,090013206,506200070,600005000,100876004,000100007,080002501,402730090,000050000
405007200,000060000,039200040,100400065,000000000,820001003,080006570,000030000,001500602
000170200,030409068,090200003,010720680,006080500,078094010,600007030,750906020,003012000
000080400,000910000,089006307,748009050,010000090,090800743,604100230,000063000,005040000
070310009,004098060,089000000,100007930,000901000,063800004,000000840,040680200,800045070
000701000,020500009,087000300,010000900,250000064,003000050,009000180,600005040,000607000
700040090,809005030,030107000,004070510,000000000,098010600,000701060,010600905,080030002
000070603,010009000,400820091,109008007,000000000,600300204,560032009,000900050,902050000
300001006,005000900,068370020,050040000,009705800,000060050,010083290,004000300,800600001
090500000,002800700,340000018,963000000,070090080,000000937,180000069,005002800,000001040
000080041,046300000,290100005,000061030,401000207,030420000,900003058,000005720,870010000
060005000,004300500,970100364,500700006,017080430,400001005,659004073,001003600,000600040
000800504,040060709,008400002,009010040,000708000,050020800,400005300,507080010,901002000
070036000,000090078,509400000,000000623,030000010,657000000,000003806,710060000,000940050
402073500,000005030,308200000,006000010,004902800,070000200,000009705,080500000,005320604
610007800,005008090,000006005,003000908,420000051,508000300,800200000,040900500,007600013
300072040,000003092,100060570,008100200,000000000,005008900,082090007,530700000,060380005
000006280,020500006,406009510,000000809,017080640,608000000,069800104,700002060,042600000
000000700,015400900,800020000,640035009,300294007,700180035,000050006,006002840,003000000
000100540,000006089,400090201,000709130,300000008,042803000,204080006,590600000,036007000
003069000,601000007,008500003,000620000,024701680,000054000,400005200,100000706,000470300
003058000,000000798,009100200,060003007,007000500,900600010,006005300,731000000,000390600
001080004,230000780,000300020,050400010,000573000,020001030,070002000,098000062,600030800
005208700,230091000,009000000,408600010,010000090,050003807,000000600,000140075,004506200
540008010,000000000,608000305,005970080,030501090,080034100,702000508,000000000,050700026
473000000,006350000,500007040,040006200,300405007,007900010,060700002,000031900,000000571
006000004,100000600,470065010,090803400,300000009,007102030,050270083,003000002,800000700
000090040,030500608,500004100,010005706,008301900,705800010,002100007,107002060,040050000
020000000,050003080,869400000,200000304,034609250,705000001,000004912,040200030,000000040
003900007,120000809,500600100,400058001,000402000,700160002,001006005,205000096,600005300
000100039,301062040,040000000,700400086,004080900,960007001,000000010,010920805,680005000
050000030,104070009,600500102,060002008,000309000,700600050,203005001,500020406,080000020
860003410,000100008,403005000,040390100,100000007,006017020,000200701,500001000,081600052
801000704,030080009,090000100,000064095,000935000,960870000,009000060,400050070,706000302
000000030,100006000,087290040,601030050,000608000,090010203,020061570,000800009,060000000
103700280,040008500,500006000,000000461,300000009,974000000,000300008,001800040,058004302
001605097,040000263,000073100,080037006,000000000,700480010,005310000,872000030,910702400
800600000,000097604,009008370,000005400,300010006,005200000,096400100,402750000,000001007
090000000,360271000,807000300,910004600,032060850,006300042,003000506,000836094,000000030
000064093,204000050,690500000,080046000,302705408,000820070,000007024,040000701,720450000
000000070,000006098,600450100,040002080,520109034,080300010,008097001,490800000,060000000
030040100,015008400,608000003,000039005,000020000,800170000,100000809,003900760,009010040
400000060,010006807,009108050,100000700,007020900,003000005,090602500,301900070,060000004
300041000,015000080,706030000,601905000,030000010,000403502,000020806,060000970,000190004
100020007,200007050,070309100,000000460,300040008,047000000,003902010,020500003,800010002
250000000,010870004,003060180,000042009,000080000,500790000,084050600,600014070,000000043
046070000,230000040,800010006,000406950,400030008,092501000,300050004,010000089,000040210
000080050,000207903,200350006,000000807,027090160,805000000,100072004,402501000,090040000
000480060,003001708,009200004,000700002,100608003,900002000,400005100,206300800,050046000
780003200,100590000,050700000,092000768,000000000,847000350,000009030,000071009,004800072
051360900,000209500,000010004,506002040,130000058,090700603,700090000,003605000,005023870
000700903,020000048,000500002,007025490,008000600,054630200,700008000,460000070,502006000
000910003,970608000,000000460,107003900,520000037,009100504,091000000,000807015,700041000
000003000,200010078,059008100,040002680,100000007,085400010,008300240,310060009,000900000
260070008,007001002,040008000,090405803,000000000,508603090,000900060,400100700,900040031
200594000,308010000,500006210,080700000,002608900,000009030,024800003,000070504,000432006
000050100,030070069,000109000,700002310,210504096,096300005,000805000,450090070,002040000
